user_id,query,product_title,product_price,is_sponsored,slot,bid,price_paid,pCTR,pCVR,verdict,reason,U_total,matched_keywords,campaign_id,segment,mechanism
UP-3B74E43C6AED,rexing dash cam front and rear 4k,"Universal Remote-Control for Samsung Smart-TV, Remote-Replacement of HDTV 4K UHD Curved QLED and More TVs, with Netflix Prime-Video Buttons (Renewed)",-1.0,True,0,0.27045549999999996,0.37238923934418794,0.07863459402912094,0.095,BUY,utility_threshold,0.9444,"hdtv 4k, 4k uhd",camp_brand_amazon_renewed_1,general,gsp
UP-3B74E43C6AED,rexing dash cam front and rear 4k,Metra 99-7895 Single DIN Stereo Dash Kit + Harness for 1998-2000 Honda Accord,23.31,True,1,0.15507799999999997,0.10414726146113933,0.06294182423606912,0.04179999999999999,NOT_BUY,softmax_loser,0.8738,"honda accord dash kit, best dash kit for honda accord",camp_agg_allbrands_main,general,gsp
UP-3B74E43C6AED,rexing dash cam front and rear 4k,"Compatible with Jeep Grand Cherokee 1996-1998 Front Door 5.25"" 6.5"" Speaker Adapter Kit",9.99,True,2,0.097755,0.0,0.06705763005017612,0.095,NOT_BUY,softmax_loser,0.9099,front door speaker adapter,camp_agg_marketboard_main,general,gsp
UP-3B74E43C6AED,rexing dash cam front and rear 4k,"Dash cam Front and Rear with WiFi and app 4K Dash cam Front and Rear Penemay Dual Dash Cam Dash Camera for Cars with 64GB SD Card Dash cams 4K+1080P 3 inch Screen, Super Night Vision",79.99,False,-1,0.0,0.0,0.0,0.0,NOT_BUY,softmax_loser,0.5222,,,general,gsp
UP-3B74E43C6AED,rexing dash cam front and rear 4k,"Rexing V1P 4K Car Dash Cam 2.4"" LCD 2160p Front + 1080p Rear Wi-Fi 170° Wide Angle Dual Channel with Rear Cam, G-Sensor, WDR, Loop Recording Mobile App Supercapacitor",149.99,False,-1,0.0,0.0,0.0,0.0,NOT_BUY,softmax_loser,0.623,,,general,gsp
UP-3B74E43C6AED,rexing dash cam front and rear 4k,"iZEEKER 4K Dual Dash Cam with WiFi GPS, 4K&1080P Dash Cam Front and Rear, 3'' IPS Touch Screen Car Camera with Sony Sensor Super Night Vision, Accident Record, Support 256GB Max",139.99,False,-1,0.0,0.0,0.0,0.0,NOT_BUY,softmax_loser,0.6786,,,general,gsp
UP-3B74E43C6AED,rexing dash cam front and rear 4k,"4K Mirror Dash Cam, GKU Car Camera Dual Dash Cam Front and Rear, 11"" UHD 1080P Rearview Mirror Backup Dash Camera, GPS, WiFi,Super Night Vision, Reverse Assistance, 24h Parking Monitor",-1.0,False,-1,0.0,0.0,0.0,0.0,NOT_BUY,softmax_loser,0.8802,,,general,gsp
UP-3B74E43C6AED,rexing dash cam front and rear 4k,"Dash Cam Front and Rear GPS Full HD 1080P CHORTAU,Dual Dash Cam GPS for Cars Wide Angle 170° 3 Inch LCD Screen,Front and Rear Camera for cars with Parking Monitor,Loop Recording, Night Vision,G-Sensor",-1.0,False,-1,0.0,0.0,0.0,0.0,NOT_BUY,softmax_loser,0.8718,,,general,gsp
UP-7C09C4C0655E,long usb c cable for travel cheap,"Cable Matters [Designed for Surface] USB-C to DisplayPort 1.4 Cable 6 Feet / 1.8 Meters Supports 4K 144Hz and 8K 60Hz HDR - USB4, Thunderbolt 3 and Thunderbolt 4 Port Compatible",29.99,True,0,0.6019199999999998,0.5548635690666964,0.053839925968372435,0.04179999999999999,NOT_BUY,softmax_loser,0.8796,"usb-c display cable for gaming, affordable usb-c displayport cable, buy usb-c to displayport cable, 6 feet usb-c displayport cable, high speed usb-c display cable, best usb-c to displayport, buy displayport cable for mac, 4k 144hz display cable",camp_agg_bazaartech_main,general,gsp
UP-7C09C4C0655E,long usb c cable for travel cheap,"Left Angle USB C to A Cable 3A Fast Charge 4ft, CableCreation 90 Degree USB Type C Cable Braided 480Mbps Data, Compatible with New Macbook(Pro), Pixel XL, Galaxy S10/S10+, Rose Gold with Aluminum Case",-1.0,True,1,0.475,0.9532691316314248,0.06289223890757441,0.095,BUY,utility_threshold,1.0,"usb c cable for gaming, usb c cable for data transfer, left angle usb c cable, fast charging usb c cable, braided usb c charging cable, 4ft usb c cable reviews, 90 degree usb type c cable, best usb c cables for charging",camp_retailer_techzone_main,general,gsp
UP-7C09C4C0655E,long usb c cable for travel cheap,"White-USB C to 3.5mm Aux Cable, USB C to 3.5mm Adapter Headphone, Type C to 3.5mm Audio Adapter Type C Audio Connector Hi-res Chipset for iPad Pro/3/Huawei/Samsung/Moto Z/Z2 -(2pack)",-1.0,True,2,0.438615,0.0,0.04556253203818046,0.095,NOT_BUY,softmax_loser,1.0,"usb c headphone adapter, usb c to 3.5mm audio, best usb c audio adapter, usb c headphone jack converter, buy usb c aux adapter, type c to aux cable, aux adapter for type c, type c audio connector",camp_retailer_digiworld_main,general,gsp
UP-7C09C4C0655E,long usb c cable for travel cheap,"etguuds USB C Cable [23ft/7m], Extra Long USB C to USB C Cable Fast Charging, Durable Nylon Braided USB Type C 2.0 to Type C PD Charger Power Cord - Gray",-1.0,False,-1,0.0,0.0,0.0,0.0,NOT_BUY,softmax_loser,0.662,,,general,gsp
