impression_id,timestamp,user_id,price_sensitivity,impulsiveness,risk_tolerance,review_dependency,ad_susceptibility,query,product_id,product_price,product_rating,is_sponsored,slot_position,pCTR,pCVR,bid,price_paid,clicked,converted,verdict,U_total
4b0b8909-df1c-4ffc-8d9d-7cccd7a5cf44,2026-04-16T21:54:19.708702+00:00,UP-3B74E43C6AED,8,3,3,8,4,rexing dash cam front and rear 4k,B099J59S28,-1.0,5.0,True,0,0.046785,0.095,0.5519,0.311,True,True,BUY,0.9444
a5fe91a0-722a-4a14-8b9b-86d10085ca9b,2026-04-16T21:54:19.711204+00:00,UP-3B74E43C6AED,8,3,3,8,4,rexing dash cam front and rear 4k,B0BMLL5ZQM,42.18,5.0,True,1,0.029055,0.045,0.1669,0.0,False,False,NOT_BUY,0.8348
53a20972-c886-4b7e-b485-57e4aebc171a,2026-04-16T21:54:19.713046+00:00,UP-3B74E43C6AED,8,3,3,8,4,rexing dash cam front and rear 4k,B00HSAEACY,-1.0,5.0,True,2,0.009999,0.095,0.135,0.0,False,False,NOT_BUY,0.9444
8ac1856b-3726-41e9-a86f-1d034a31f268,2026-04-16T21:54:19.714624+00:00,UP-3B74E43C6AED,8,3,3,8,4,rexing dash cam front and rear 4k,B0BWXP6YDR,79.99,4.6,False,-1,0.0,0.0,0.0,0.0,False,False,NOT_BUY,0.5222
18a916ec-2f2c-4d05-9bcc-b3a5b1826bba,2026-04-16T21:54:19.716111+00:00,UP-3B74E43C6AED,8,3,3,8,4,rexing dash cam front and rear 4k,B08M3XWMPF,149.99,4.0,False,-1,0.0,0.0,0.0,0.0,False,False,NOT_BUY,0.623
b15e2568-75a4-4c51-b974-d977690088cc,2026-04-16T21:54:19.717507+00:00,UP-3B74E43C6AED,8,3,3,8,4,rexing dash cam front and rear 4k,B09J2HPMVY,139.99,4.2,False,-1,0.0,0.0,0.0,0.0,False,False,NOT_BUY,0.6786
1dc25bb8-e037-4929-a66e-740fed6ecbdf,2026-04-16T21:54:19.718893+00:00,UP-3B74E43C6AED,8,3,3,8,4,rexing dash cam front and rear 4k,B09X2HDS5G,-1.0,4.1,False,-1,0.0,0.0,0.0,0.0,False,False,NOT_BUY,0.8802
28398a40-bbf6-49e4-a6dd-2aa0348e4ad2,2026-04-16T21:54:19.720365+00:00,UP-3B74E43C6AED,8,3,3,8,4,rexing dash cam front and rear 4k,B08L8QYJ8H,-1.0,4.0,False,-1,0.0,0.0,0.0,0.0,False,False,NOT_BUY,0.8718
610a5980-d9e4-489e-8fcf-0979671e9d79,2026-04-16T21:54:20.743185+00:00,UP-7C09C4C0655E,9,1,3,9,3,long usb c cable for travel cheap,B01KSO6Z3I,-1.0,5.0,True,0,0.02244,0.095,0.4386,1.2623,True,True,BUY,1.0
9eb8b4a2-fb17-47cf-a7fa-90224ea743bb,2026-04-16T21:54:20.745485+00:00,UP-7C09C4C0655E,9,1,3,9,3,long usb c cable for travel cheap,B01KSO6Z3I,-1.0,5.0,True,1,0.021526,0.095,0.4386,0.0,False,False,NOT_BUY,1.0
7f0a0036-b07e-47f5-8bfb-b47dac8507d1,2026-04-16T21:54:20.747403+00:00,UP-7C09C4C0655E,9,1,3,9,3,long usb c cable for travel cheap,B01KSO6Z3I,-1.0,5.0,True,2,0.017611,0.095,0.475,0.0,False,False,NOT_BUY,1.0
f8d3a1ed-0f61-4139-b64a-06647f9c26b4,2026-04-16T21:54:20.749078+00:00,UP-7C09C4C0655E,9,1,3,9,3,long usb c cable for travel cheap,B092CZKMX1,-1.0,3.7,False,-1,0.0,0.0,0.0,0.0,False,False,NOT_BUY,0.662
9f856958-8388-4114-83bf-3b7d22f9b1d4,2026-04-16T21:54:20.750602+00:00,UP-7C09C4C0655E,9,1,3,9,3,long usb c cable for travel cheap,B09V1TM3S5,12.88,4.3,False,-1,0.0,0.0,0.0,0.0,False,False,NOT_BUY,0.874
65923e05-efb4-4193-9c16-72d1fb177380,2026-04-16T21:54:20.752177+00:00,UP-7C09C4C0655E,9,1,3,9,3,long usb c cable for travel cheap,B0BJQL79YC,14.99,4.1,False,-1,0.0,0.0,0.0,0.0,False,False,NOT_BUY,0.8426
b6751b97-07e9-43a2-9a06-5d0c2742701b,2026-04-16T21:54:20.753741+00:00,UP-7C09C4C0655E,9,1,3,9,3,long usb c cable for travel cheap,B07PWV1VZB,17.0,3.3,False,-1,0.0,0.0,0.0,0.0,False,False,NOT_BUY,0.4779
53812876-1764-4323-a5f7-e7b66db04d02,2026-04-16T21:54:20.755241+00:00,UP-7C09C4C0655E,9,1,3,9,3,long usb c cable for travel cheap,B0BRP2ZZ6Y,12.99,4.3,False,-1,0.0,0.0,0.0,0.0,False,False,NOT_BUY,0.8683
40d86979-b01c-43cd-ae0b-4dbda08d2ae7,2026-04-16T21:54:21.576245+00:00,UP-94CB9AE61F21,10,9,9,2,7,iphone 15 screen protector scratch resistant deal,B00P2DQZI6,-1.0,5.0,True,0,0.045129,0.095,1.1628,0.0,False,False,NOT_BUY,0.8255
1a76d1cb-3cb4-45a6-9f75-83b0b527b257,2026-04-16T21:54:21.578537+00:00,UP-94CB9AE61F21,10,9,9,2,7,iphone 15 screen protector scratch resistant deal,B09FF19B8R,7.99,5.0,True,1,0.070859,0.045,0.225,0.2691,True,True,BUY,0.8712
add55b30-ce74-49cd-ac43-0498f5ddce27,2026-04-16T21:54:21.580333+00:00,UP-94CB9AE61F21,10,9,9,2,7,iphone 15 screen protector scratch resistant deal,B086MGD9Z5,17.99,5.0,True,2,0.012259,0.045,0.5184,0.0,False,False,NOT_BUY,0.7481
d28b7e1b-cd84-4c4a-b67e-cd6749ee05ad,2026-04-16T21:54:21.582041+00:00,UP-94CB9AE61F21,10,9,9,2,7,iphone 15 screen protector scratch resistant deal,B07WX741X7,-1.0,4.3,False,-1,0.0,0.0,0.0,0.0,False,False,NOT_BUY,0.8285
261c88e0-6520-492a-8e32-6691b2f40b16,2026-04-16T21:54:21.583523+00:00,UP-94CB9AE61F21,10,9,9,2,7,iphone 15 screen protector scratch resistant deal,B07BGS7S7Z,-1.0,5.0,False,-1,0.0,0.0,0.0,0.0,False,False,NOT_BUY,0.7943
429ffb19-31d1-4024-b0b3-9e69d3df1ae0,2026-04-16T21:54:21.584994+00:00,UP-94CB9AE61F21,10,9,9,2,7,iphone 15 screen protector scratch resistant deal,B07WK2JFJ6,-1.0,4.3,False,-1,0.0,0.0,0.0,0.0,False,False,NOT_BUY,0.82
e74f9902-420d-4932-bfd3-677ab7f0025b,2026-04-16T21:54:21.586317+00:00,UP-94CB9AE61F21,10,9,9,2,7,iphone 15 screen protector scratch resistant deal,B07Z4G9KRQ,-1.0,4.2,False,-1,0.0,0.0,0.0,0.0,False,False,NOT_BUY,0.7685
13302d95-8aba-4a4e-bbfa-26b6207a4d06,2026-04-16T21:54:21.587625+00:00,UP-94CB9AE61F21,10,9,9,2,7,iphone 15 screen protector scratch resistant deal,B07Z4G4MLV,-1.0,3.5,False,-1,0.0,0.0,0.0,0.0,False,False,NOT_BUY,0.7461
51cc082d-b06e-4180-a4a5-cccabf7f15a5,2026-04-16T21:54:22.017522+00:00,UP-E5D80A88C3C1,10,0,5,5,2,bulk supershieldz tempered glass iphone 14,B075GW6PX1,10.99,4.2,False,-1,0.0,0.0,0.0,0.0,False,False,NOT_BUY,0.8695
7ef98532-dc38-47b9-8018-1aad69eaf3e1,2026-04-16T21:54:22.019775+00:00,UP-E5D80A88C3C1,10,0,5,5,2,bulk supershieldz tempered glass iphone 14,B0BN2HT1T7,7.99,5.0,False,-1,0.0,0.0,0.0,0.0,False,False,NOT_BUY,0.6507
02776ed9-9437-4155-9a86-fa8511e8ba8a,2026-04-16T21:54:22.021583+00:00,UP-E5D80A88C3C1,10,0,5,5,2,bulk supershieldz tempered glass iphone 14,B07VS57LLN,7.99,4.5,False,-1,0.0,0.0,0.0,0.0,True,True,BUY,0.9173
a8d94c34-bf86-48be-a8fe-a5d0d60e8dec,2026-04-16T21:54:22.023247+00:00,UP-E5D80A88C3C1,10,0,5,5,2,bulk supershieldz tempered glass iphone 14,B0184N95WI,8.99,4.3,False,-1,0.0,0.0,0.0,0.0,False,False,NOT_BUY,0.8983
f528977b-e579-46b2-af95-b0fab57cdac2,2026-04-16T21:54:22.024782+00:00,UP-E5D80A88C3C1,10,0,5,5,2,bulk supershieldz tempered glass iphone 14,B07TW7MQQ7,7.99,4.7,False,-1,0.0,0.0,0.0,0.0,False,False,NOT_BUY,0.8304
222c36c9-25d5-4d04-a110-8aa854687d39,2026-04-16T21:54:22.980029+00:00,UP-F30D30ED74A9,1,8,9,4,5,Baseus 65W GaN portable power bank fast charge,B00E97B4F0,-1.0,5.0,True,0,0.072219,0.095,0.3463,0.5461,True,False,ADD_TO_CART,0.7789
7595cbf7-b025-4c44-9e4d-b9c42aa3f38d,2026-04-16T21:54:22.982248+00:00,UP-F30D30ED74A9,1,8,9,4,5,Baseus 65W GaN portable power bank fast charge,B00E97B4F0,-1.0,5.0,True,1,0.037967,0.095,0.3463,0.0,False,False,NOT_BUY,0.7789
c6ab2769-bc5c-4d39-b313-19bced161a2d,2026-04-16T21:54:22.984157+00:00,UP-F30D30ED74A9,1,8,9,4,5,Baseus 65W GaN portable power bank fast charge,B01N94CZQW,-1.0,5.0,True,2,0.018308,0.095,0.4386,0.0,False,False,NOT_BUY,0.7789
b6d22cdb-f768-4eb3-96eb-4e4334d53e67,2026-04-16T21:54:22.985728+00:00,UP-F30D30ED74A9,1,8,9,4,5,Baseus 65W GaN portable power bank fast charge,B08HRTX2FQ,-1.0,4.1,False,-1,0.0,0.0,0.0,0.0,False,False,NOT_BUY,0.7601
15d50408-1dd4-45c3-8fab-8bbe52b08ab7,2026-04-16T21:54:22.987194+00:00,UP-F30D30ED74A9,1,8,9,4,5,Baseus 65W GaN portable power bank fast charge,B0BB59RSM8,209.9,4.8,False,-1,0.0,0.0,0.0,0.0,False,False,NOT_BUY,0.5096
5b1e0253-e171-4796-9b18-0d67ffc6b7d5,2026-04-16T21:54:22.988661+00:00,UP-F30D30ED74A9,1,8,9,4,5,Baseus 65W GaN portable power bank fast charge,B09CGGW5J2,19.98,4.7,False,-1,0.0,0.0,0.0,0.0,False,False,NOT_BUY,0.6392
e3bde8f9-2101-47ee-bd1d-91d91470dd3c,2026-04-16T21:54:22.989982+00:00,UP-F30D30ED74A9,1,8,9,4,5,Baseus 65W GaN portable power bank fast charge,B0B4DN17ND,-1.0,4.2,False,-1,0.0,0.0,0.0,0.0,False,False,NOT_BUY,0.637
e3b37a39-4f33-4dd4-8981-82c4b570e74b,2026-04-16T21:54:22.991363+00:00,UP-F30D30ED74A9,1,8,9,4,5,Baseus 65W GaN portable power bank fast charge,B0BNKGFFYY,-1.0,5.0,False,-1,0.0,0.0,0.0,0.0,False,False,NOT_BUY,0.5324
afe7284a-34a7-4a98-9dc5-60833ba6b3a9,2026-04-16T21:54:23.814538+00:00,UP-C172DC6B2094,0,7,8,3,4,Ring Battery Doorbell Pro with Chime bundle,B0BR3NC79H,29.99,5.0,True,0,0.063358,0.095,1.2312,0.0,False,False,NOT_BUY,0.67
2c6d5380-5b4f-4caf-a827-3902bb92f446,2026-04-16T21:54:23.816732+00:00,UP-C172DC6B2094,0,7,8,3,4,Ring Battery Doorbell Pro with Chime bundle,B00ATFFHC2,-1.0,5.0,True,1,0.040676,0.095,0.475,0.0,False,False,NOT_BUY,0.67
a5a31301-b237-4461-9b80-8200f29e7b8a,2026-04-16T21:54:23.818614+00:00,UP-C172DC6B2094,0,7,8,3,4,Ring Battery Doorbell Pro with Chime bundle,B07L8KWHZ8,-1.0,5.0,True,2,0.033099,0.095,0.3895,0.0,False,False,NOT_BUY,0.67
904947d2-d627-416f-8a6d-8f831ce91b83,2026-04-16T21:54:23.820198+00:00,UP-C172DC6B2094,0,7,8,3,4,Ring Battery Doorbell Pro with Chime bundle,B08WR5HPGX,234.98,4.6,False,-1,0.0,0.0,0.0,0.0,False,False,NOT_BUY,0.766
d99771ba-befe-453f-9e9e-40829141950e,2026-04-16T21:54:23.821679+00:00,UP-C172DC6B2094,0,7,8,3,4,Ring Battery Doorbell Pro with Chime bundle,B075GC5GLM,209.0,4.4,False,-1,0.0,0.0,0.0,0.0,True,False,ADD_TO_CART,0.824
eaf88730-43ef-40fa-a49b-6cfbaf6f982e,2026-04-16T21:54:23.823092+00:00,UP-C172DC6B2094,0,7,8,3,4,Ring Battery Doorbell Pro with Chime bundle,B085M64XBG,-1.0,4.8,False,-1,0.0,0.0,0.0,0.0,False,False,NOT_BUY,0.778
53a7be0c-3450-41ee-84a2-233c9e2dc34c,2026-04-16T21:54:23.824482+00:00,UP-C172DC6B2094,0,7,8,3,4,Ring Battery Doorbell Pro with Chime bundle,B082R1R98T,14.99,4.6,False,-1,0.0,0.0,0.0,0.0,False,False,NOT_BUY,0.766
c55628d5-0879-4bf5-8cfb-21c3b5742f9b,2026-04-16T21:54:23.825803+00:00,UP-C172DC6B2094,0,7,8,3,4,Ring Battery Doorbell Pro with Chime bundle,B08ZHK7NC8,-1.0,4.5,False,-1,0.0,0.0,0.0,0.0,False,False,NOT_BUY,0.76
be0c5e7e-ac67-4318-8779-8e46e61142a5,2026-04-16T21:54:24.816946+00:00,UP-74CA1274B8DC,4,2,5,10,3,Google Nest Cam indoor security camera 2 pack,B01DMX2YXC,-1.0,5.0,True,0,0.038077,0.095,1.368,0.0,False,False,NOT_BUY,0.9535
fc376558-7e09-4e30-9f9a-6c51c9d11708,2026-04-16T21:54:24.820031+00:00,UP-74CA1274B8DC,4,2,5,10,3,Google Nest Cam indoor security camera 2 pack,B01DMX2YXC,-1.0,5.0,True,1,0.072168,0.095,0.304,0.0,False,False,NOT_BUY,0.9535
dbc80ca7-6fa0-4f64-bdc6-cee1467dbd29,2026-04-16T21:54:24.821781+00:00,UP-74CA1274B8DC,4,2,5,10,3,Google Nest Cam indoor security camera 2 pack,B004HY5ZQE,-1.0,5.0,True,2,0.012551,0.095,1.368,0.0,True,True,BUY,0.966
bbbf6858-b00b-4b07-9146-200677c65057,2026-04-16T21:54:24.823401+00:00,UP-74CA1274B8DC,4,2,5,10,3,Google Nest Cam indoor security camera 2 pack,B07XZ6CRZJ,-1.0,3.7,False,-1,0.0,0.0,0.0,0.0,False,False,NOT_BUY,0.4865
5710383f-7229-4b59-a89e-0603d112386e,2026-04-16T21:54:24.824879+00:00,UP-74CA1274B8DC,4,2,5,10,3,Google Nest Cam indoor security camera 2 pack,B076V882HH,14.99,4.3,False,-1,0.0,0.0,0.0,0.0,False,False,NOT_BUY,0.8609
b7b35d2b-6792-4ba5-b470-d21d211ef23a,2026-04-16T21:54:24.826348+00:00,UP-74CA1274B8DC,4,2,5,10,3,Google Nest Cam indoor security camera 2 pack,B0BKQ62J27,14.99,4.6,False,-1,0.0,0.0,0.0,0.0,False,False,NOT_BUY,0.4489
1257cfab-f04b-41eb-879e-7d722b1dba3e,2026-04-16T21:54:24.827765+00:00,UP-74CA1274B8DC,4,2,5,10,3,Google Nest Cam indoor security camera 2 pack,B09TW46FX4,13.99,4.5,False,-1,0.0,0.0,0.0,0.0,False,False,NOT_BUY,0.8743
2b2e764b-f422-496f-a7cf-ece8a3e291b4,2026-04-16T21:54:24.829238+00:00,UP-74CA1274B8DC,4,2,5,10,3,Google Nest Cam indoor security camera 2 pack,B09P8G6H61,13.99,3.9,False,-1,0.0,0.0,0.0,0.0,False,False,NOT_BUY,0.692
de3f147a-e734-4bfc-ba47-e7e55d7f5c72,2026-04-16T21:54:25.251832+00:00,UP-6E1AD5AB79B0,1,2,1,9,1,Sony WH-1000XM5 noise cancelling headphones,B09G8C91JY,248.0,4.5,False,-1,0.0,0.0,0.0,0.0,False,False,NOT_BUY,0.8751
99a53e68-72b8-44c4-b01c-3db99e7d247b,2026-04-16T21:54:25.254019+00:00,UP-6E1AD5AB79B0,1,2,1,9,1,Sony WH-1000XM5 noise cancelling headphones,B07YBDJJNB,-1.0,4.2,False,-1,0.0,0.0,0.0,0.0,False,False,NOT_BUY,0.2546
0ebb7e91-d8ee-4b06-98ea-13feec597e39,2026-04-16T21:54:25.255745+00:00,UP-6E1AD5AB79B0,1,2,1,9,1,Sony WH-1000XM5 noise cancelling headphones,B06XCDVNK2,19.99,4.7,False,-1,0.0,0.0,0.0,0.0,True,True,BUY,0.9034
a17c8bea-c2ea-4125-be7d-179f39ba1837,2026-04-16T21:54:25.257290+00:00,UP-6E1AD5AB79B0,1,2,1,9,1,Sony WH-1000XM5 noise cancelling headphones,B06XKGC7WF,19.95,4.3,False,-1,0.0,0.0,0.0,0.0,False,False,NOT_BUY,0.8267
8fe67696-39ac-4fe6-9568-b83de31691de,2026-04-16T21:54:25.258789+00:00,UP-6E1AD5AB79B0,1,2,1,9,1,Sony WH-1000XM5 noise cancelling headphones,B07FH7R1CS,8.99,4.2,False,-1,0.0,0.0,0.0,0.0,False,False,NOT_BUY,0.6025
99b6e1b3-c850-4d03-bcb1-8d2c40706d7d,2026-04-16T21:54:25.703410+00:00,UP-22A30A21A069,0,4,5,5,2,iOttie Active Edge bike mount for iphone 15 pro,B07KPJ8QL5,-1.0,5.0,False,-1,0.0,0.0,0.0,0.0,False,False,NOT_BUY,0.3444
d0abe21e-a309-4bee-b1f3-c11e369d100e,2026-04-16T21:54:25.705740+00:00,UP-22A30A21A069,0,4,5,5,2,iOttie Active Edge bike mount for iphone 15 pro,B07KPHFLW6,-1.0,3.1,False,-1,0.0,0.0,0.0,0.0,False,False,NOT_BUY,0.3249
b4ac25e5-975c-4774-bbcc-2a876967ba4f,2026-04-16T21:54:25.707602+00:00,UP-22A30A21A069,0,4,5,5,2,iOttie Active Edge bike mount for iphone 15 pro,B09X5JLN3T,17.99,4.1,False,-1,0.0,0.0,0.0,0.0,True,False,ADD_TO_CART,0.5844
bc10510a-0374-40c5-96fc-63a93b30319f,2026-04-16T21:54:25.709399+00:00,UP-22A30A21A069,0,4,5,5,2,iOttie Active Edge bike mount for iphone 15 pro,B09Y3NBB6J,9.95,3.7,False,-1,0.0,0.0,0.0,0.0,False,False,NOT_BUY,0.4509
