user_id,query,product_title,product_price,is_sponsored,slot,bid,price_paid,pCTR,pCVR,verdict,reason,U_total,matched_keywords,campaign_id,segment,mechanism
UP-3B74E43C6AED,rexing dash cam front and rear 4k,"Universal Remote-Control for Samsung Smart-TV, Remote-Replacement of HDTV 4K UHD Curved QLED and More TVs, with Netflix Prime-Video Buttons (Renewed)",-1.0,True,0,0.5519499999999999,0.31104282987626897,0.04678514427414461,0.095,BUY,utility_threshold,0.9444,"hdtv 4k, 4k uhd",camp_brand_amazon_renewed_2,general,gsp
UP-3B74E43C6AED,rexing dash cam front and rear 4k,Metra Electronics 99-9227 Single/Double DIN Installation Kit for Select 2005-09 Volvo S60 and V70 (Black) & Wiring Harness for Volvo 93-08 Power/4 Speaker,42.18,True,1,0.16695,0.04645828453493984,0.02905497388679138,0.045,NOT_BUY,softmax_loser,0.8348,volvo v70 dash kit,camp_agg_allbrands_main,general,gsp
UP-3B74E43C6AED,rexing dash cam front and rear 4k,"10 Ft Mini HDMI to HDMI Cable, GearIT Mini HDMI to HDMI 10FT High Speed Ethernet 4K Resolution 3D Video and ARC Audio Return Channel Mini HDMI to HDMI Cable, White",-1.0,True,2,0.13499499999999998,0.0,0.00999921659311679,0.095,NOT_BUY,softmax_loser,0.9444,4k hdmi cable,camp_agg_marketboard_main,general,gsp
UP-3B74E43C6AED,rexing dash cam front and rear 4k,"Dash cam Front and Rear with WiFi and app 4K Dash cam Front and Rear Penemay Dual Dash Cam Dash Camera for Cars with 64GB SD Card Dash cams 4K+1080P 3 inch Screen, Super Night Vision",79.99,False,-1,0.0,0.0,0.0,0.0,NOT_BUY,softmax_loser,0.5222,,,general,gsp
UP-3B74E43C6AED,rexing dash cam front and rear 4k,"Rexing V1P 4K Car Dash Cam 2.4"" LCD 2160p Front + 1080p Rear Wi-Fi 170° Wide Angle Dual Channel with Rear Cam, G-Sensor, WDR, Loop Recording Mobile App Supercapacitor",149.99,False,-1,0.0,0.0,0.0,0.0,NOT_BUY,softmax_loser,0.623,,,general,gsp
UP-3B74E43C6AED,rexing dash cam front and rear 4k,"iZEEKER 4K Dual Dash Cam with WiFi GPS, 4K&1080P Dash Cam Front and Rear, 3'' IPS Touch Screen Car Camera with Sony Sensor Super Night Vision, Accident Record, Support 256GB Max",139.99,False,-1,0.0,0.0,0.0,0.0,NOT_BUY,softmax_loser,0.6786,,,general,gsp
UP-3B74E43C6AED,rexing dash cam front and rear 4k,"4K Mirror Dash Cam, GKU Car Camera Dual Dash Cam Front and Rear, 11"" UHD 1080P Rearview Mirror Backup Dash Camera, GPS, WiFi,Super Night Vision, Reverse Assistance, 24h Parking Monitor",-1.0,False,-1,0.0,0.0,0.0,0.0,NOT_BUY,softmax_loser,0.8802,,,general,gsp
UP-3B74E43C6AED,rexing dash cam front and rear 4k,"Dash Cam Front and Rear GPS Full HD 1080P CHORTAU,Dual Dash Cam GPS for Cars Wide Angle 170° 3 Inch LCD Screen,Front and Rear Camera for cars with Parking Monitor,Loop Recording, Night Vision,G-Sensor",-1.0,False,-1,0.0,0.0,0.0,0.0,NOT_BUY,softmax_loser,0.8718,,,general,gsp
UP-7C09C4C0655E,long usb c cable for travel cheap,"White-USB C to 3.5mm Aux Cable, USB C to 3.5mm Adapter Headphone, Type C to 3.5mm Audio Adapter Type C Audio Connector Hi-res Chipset for iPad Pro/3/Huawei/Samsung/Moto Z/Z2 -(2pack)",-1.0,True,0,0.438615,1.2622748288531003,0.022439693967995125,0.095,BUY,utility_threshold,1.0,"usb c headphone adapter, usb c to 3.5mm audio, best usb c audio adapter, usb c headphone jack converter, buy usb c aux adapter, type c to aux cable, aux adapter for type c, type c audio connector",camp_retailer_digiworld_main,general,gsp
UP-7C09C4C0655E,long usb c cable for travel cheap,"White-USB C to 3.5mm Aux Cable, USB C to 3.5mm Adapter Headphone, Type C to 3.5mm Audio Adapter Type C Audio Connector Hi-res Chipset for iPad Pro/3/Huawei/Samsung/Moto Z/Z2 -(2pack)",-1.0,True,1,0.438615,0.3886151808998166,0.021526137852837524,0.095,NOT_BUY,softmax_loser,1.0,"usb c headphone adapter, usb c to 3.5mm audio, best usb c audio adapter, usb c headphone jack converter, buy usb c aux adapter, type c to aux cable, aux adapter for type c, type c audio connector",camp_retailer_pixelstore_main,general,gsp
